result,correction
1,"บริหารงาน,ถาม,ป้า,เอื้อง,ลูกค้า,ไทย,สมา,ยล,ผิดหวัง,จา,แอร์,ป้า,เท,นก,ไทย,สมา,ยล,แข่ง,นก,เต็มตัว,ไม่ได้,ตั๋ว,โปร,ออกมา,รา,คาที่,ตัด,น้ำหนัก,กระเป๋า,1,โล,ตั๋ว,คลาส,โล,ขนม,จ้าง,ป้า,เอื้อง,ทำ,อย่า,จ้าง,outsource"
1,"ไทย,สไมล์,บริการ,ดี,พนักงาน,ยิ้มแย้มแจ่มใส,ตัด,เรื่อง,ถุงกระดาษ,ใส่,ขนม,แจก,ไหม,ขยะ"
1,"Thai,smile,positioning,low,cost,ชอบ,แจก,ขนม,ไทย,สไมล์,กิน,อ่ะ,ฝาก,คน,ปลายทาง,เค้า,ชอบ,แจก,sp,ข้อความ,กรกฎาคม,เวลา"
1,"จุดแข็ง,ไทย,สมา,ยล,เสียดาย,ถุงกระดาษ,ใส่,ขนม,ผู้โดยสาร,กิน,ลูกเรือ,คืน,รี,ยู,ไม่ได้,ต้นทุน,ถุงกระดาษ,ใส่,ขนม,นก,แอร์,ไม่ได้,ใช้ประโยชน์,ถุง,ใส่,ขนม,เทียบเท่า,ถุงกระดาษ,ขนม,นก,แอร์,ลด,ต้นทุน,ขนม,ชา,กา,แฟก็น่า,เปลี่ยนเป็น,ซอง,เท,ส้วม,เสียดาย"
1,"สอบถาม,เพื่อน,เลิกใช้,บัตร,ATM,ธนาคาร,กสิกร,ไทย,ตอน,เปิดบัญชี,ทำ,บัตร,โดน,พ่วง,ประกัน,ค่า,ทำ,บัตร,ตอนนั้น,บาท,ยกเลิก,จำเป็นต้อง,ยกเลิก,สาขา,เปิดบัญชี,ไหม,ค่าใช้จ่าย,ไหม,ข้อ,สมมุติ,ยกเลิก,ค่า,ประกัน,ค่าธรรมเนียม,ยกเลิก,ขอบคุณ,สำหรับ,คำตอบ,ล่วงหน้า"
1,"สวัสดี,สมาชิก,หมายเลข,กรณี,ต้องการ,ยกเลิก,บัตร,ATM,แจ้ง,ข้อมูล,เข้ามา,ไมค์,ประสานงาน,เจ้าหน้าที่,ข้อมูล,ที่แจ้ง,เจ้าหน้าที่,แจ้ง,ข้อมูล,ประสานงาน,Feedback,เจ้าหน้าที่,สาขา,นะคะ,รบกวน,แจ้ง,ข้อมูล,เข้ามา,ไมค์,ประสานงาน,ยกเลิก,บัตร,ค่าธรรมเนียม,ประกัน,ยกเลิก,ขออภัย,ความไม่สะดวก,อย่างสูง,ขอบคุณ"
-1,"ยกเลิก,บัตร,ATM,ติดต่อ,สาขา,เปิดบัญชี"
-1,"ไม่มี,บ้าน,ส่งเสีย,เรียน,ทำงาน,หาเงิน,เรียน,แทบจะ"
-1,"ไม่มี,บ้าน,ส่งเสีย,เรียน,ทำงาน,หาเงิน,เรียน,แทบจะ"
1,"เรียน,ปี,ยู่,ไม่มี,เงินเก็บ,ตอน,ทำงาน"
1,"ทำงาน,ช่วงอายุ,ไหร่,เงินเก็บ,หรอ,ขอบคุณ,ที่มา,ตอบ"
1,"คุ,นค,วร,ออม,รายได้,เดือน,ทำงาน,โจท,แบบนี้"
1,"เงินเก็บ,ที่เก็บ,ค่า,ขนม,พาร์ทไทม์,เรียนจบ,เงินเดือน,เงิน,เงินเดือน,เครียด,ร้องไห้,นั่ง,เหรียญ,55,เรียนจบ,เงินเดือน,ปุ๊บ,หัก,แนะนำ,ไม่มี,ภาระ,รายได้,ขึ้นอยู่กับ,เงินเดือน,แต่ละคน,ตัวเรา,รายได้,ไปเที่ยว,ช้อปปิ้ง,5555"
1,"ไม่ต้อง,เปรียบเทียบ,ออม,ซัก,เปอร์,เซน,เงินได้,เนอะ,ข้อความ,กรกฎาคม,เวลา"
1,"เรียน,มหาวิทยาลัย,ทำ,งานพิเศษ,ค่า,กิน,ค่าเรียน,ค่าเดินทาง,หา,จบ,ออกมา,เงินเก็บ,หลัก,แสน,ยี่สิบ,ปีก่อน,FB,youtube,อิน,เต,เน็ต,บ้าน,คน,ฐานะ,เงิน,หา,เสก,อากาศ,บ้าน,ทำงาน"
1,"ตอน,ผม,เรียนจบ,มหาลัย,เงินเก็บ,พัน,บาท,ตอนนี้,หลาน,ผม,มหาลัย,ปี,เงินเก็บ,แสน"
1,"ผม,เรียน,เงิน,พ่อแม่,สิ้นเดือน,สุดยอด,ล่ะ,ตอนนี้,ลูกผม,อายุ,เงินเก็บ,คนละ,สอง,แสน,บาท,ผม,ตั้งต้น,สอง,แสน,ออม,ค่า,ขนม,เดือน,บาท,ฝากประจำ,easynet,ผม,เช็ค,ยอด,เดือน"
1,"ต้นทุน,ชีวิต,แต่ละคน,ตั้งเป้า,ระยะสั้น,ทำ,ให้ได้,ตามนั้น"
-1,"ไม่มี,สัก,บาท,เรียน,อยุ่"
1,"ผม,ไม่มี,เงินเก็บ,อายุ,อ่ะ,ทำงาน,ครอบครัว,ใช้หนี้"
1,"หมื่น,เดือน,1,จ่าย,ค่า,หอ,เหลือใช้,ซื้อ,กองทุนรวม,ต้นเดือน,เดือน,ตอนแรก,ไม่รู้,ซื้อ,สังเกต,รายจ่าย,ตัวเอง,เดือน,ไม่ได้,ตั้งเป้า,ซื้อ,คุ้มค่า,เงิน,จ่าย,ไหม,ปล,หมื่น,เงิน,ที่อยู่,บัญชี,กองทุนรวม,นะคะ,ข้อความ,กรกฎาคม,เวลา"
-1,"อายุ,ขนาด,นี้,เรียน,หา,งาน,หา,ที่จะ,เงินเก็บ"
1,"แต่ละคน,ความฝัน,ภาระ,ต่างกัน,ดังนั้น,แต่ละคน,มีแผน,การเงิน,ต่างกัน,เวลา,เก็บเงิน,ไม่ต้อง,แข่ง,คนอื่น,แข่ง,ตัวเอง,ทำตาม,แผน,ตัว"
-1,"ไม่มี,ตอนนั้น,โง่,กิน,เที่ยว"
1,"ตอน,ไม่มี,เงินเก็บ,ซื้อ,รถ,มือสอง,คัน,ทำงาน,ธนาคาร"
-1,"ผม,อย่า,ว่าแต่,มีเงิน,เรียน,กิน"
-1,"ไม่มี,บ้าน,เหมือนกัน"
1,"แต่ละคน,ต้นทุน,นี้,กิน,ข้าว,มื้อ,พ่อแม่,ไม่ต้อง,หลอก,นี้,บาท,กระทบ,ไม่ต้อง,พ่อแม่,เดือน,นี้,ตามแบบฉบับ"
1,"ผม,เด็ก,ผม,อายุ,1"
1,"ครึ่ง,แสน,ทำงาน,เรียน,ออม,เดือน,ค่า,เทอม,ค่า,หอ,บ้าน"
-1,"ไม่มี,บ้าน"
1,"ตอน,ผม,เงินเก็บ,แสน,ต้น,เงิน,ทางบ้าน,ติด,บัญชี,มีค่า,ขนม,อาทิตย์,อยู่แล้ว,ถ้าหากว่า,ตัว,ทางบ้าน,ไม่ได้,ประสบปัญหา,เรื่อง,เงิน,ผม,แนะนำ,อย่า,คิดมาก,เรื่อง,เงินเก็บ,เงินเก็บ,กิน,พอใช้,เรียน,มหาลัย,ผม,แนะนำ,ตั้งใจ,เรียน,ให้ได้,เกรด,สวย,ประสบการณ์,สายงาน,ดีกว่า,จินตนาการ,จบ,ต้องการ,ทำ,อาชีพ,หลังจากนั้น,เวลาว่าง,การเรียน,เข้าร่วม,กิจกรรม,งาน,หา,ประสบการณ์,ทำความรู้จัก,คนใน,วงการ,ร่วมงาน,กิจกรรม,บริษัท,ลอง,พนักงาน,Parttime,ฝึกงาน,ดู,จบ,ออกมา,ประสบการณ์,งาน,connection,คนใน,วงการ,สายงาน,เรียนจบ,แทบจะ,งาน,ต้องการ,ทำ,ในทันที,ไม่ต้อง,เสียเวลา,รอ,งาน,ทำ,ปี,ผม,เงินเก็บ,หลัก,แสน,นั่ง,เตะฝุ่น,ว่างงาน,ปี,เรื่อง,สนุก,แน่นอน,ขอให้,โฟกัส,เรื่อง,เรียน,ประสบการณ์,สายงาน,ต้องการ,ทำ,ในอนาคต,ดีกว่า,ขอให้,โชคดี,ถาม,เรื่อง,เงินเก็บ,ทำงาน,ทำงาน,ไม่ต้อง,สน,เรื่อง,จำนวน,เงินเก็บ,สม,ควรจะ,เงินออม,ยอด,รายรับ,สมมติ,เงินเดือน,เงินออม,สม,ควรจะ,เดือน,อย่างต่ำ,ไม่ต้อง,คิดมาก,เก็บเงิน,เงิน,มีสติ,แยก,อยากได้,เรื่อง,จำนวน,เงินเก็บ,เกษียณ,เกษียณ,ตอน,อายุ,หลังจากนั้น,เงิน,โดยที่,ปลด,หนี้สิน,สม,ควรจะ,เงินเก็บ,3,วางแผน,อันนี้,อิง,สภาพเศรษฐกิจ,สภาวะ,เงินเฟ้อ,ทางเศรษฐกิจ,ที่จะ,เพิ่มขึ้น,ปี,ข้อความ,กรกฎาคม,เวลา"
1,"หลัก,แสน,เรียนจบ,ใช้หนี้,แม่,แม่,เงิน,สุรุ่ยสุร่าย,ก่อ,หนี้,เปย์,ผู้ชาย,หนัก,แสน,ล้าน,ปล,ค่าเรียน,มาจาก,เงิน,กงสี"
1,"จบ,ตรี,ทำงาน,2,เงินได้,แสน,นึง,ดาวน์,บ้าน,ตอนนี้,ปลาย,บ้าน,เงินเก็บ,ไม่มี,หุ้น,ทอง,กองทุน,ประกัน"
1,"55,เดือน,ออกมา,ตอนนี้,ไม่รู้,กี่,บาท"
1,"ตอน,อายุ,ผม,เงินเก็บ"
1,"มองโกเลีย,ดอลล่าร์"
-1,"ไม่ได้,โม้,ศรี,ธัญ,ยา,ต้อนรับ"
1,"คน,อายุ,เงินเก็บ,ผม,ทราบ,เด็ก,อายุ,เงินเก็บ,เพื่อน,เงินเก็บ,ผม,เก็บเงิน,ทราบ,เป้าหมาย,ก่อนที่จะ,เรียน,มหาลัย,จบ,ตอบ,ไม่ได้,โม้,ฟัง,น๊าแน๊ก,เข้าเรื่อง,ไม่ได้,โม้,เรื่องจริง,มีเงิน,หมื่น,มีเงิน,1,หมื่น,มีเงิน,หมื่น,มีเงิน,หมื่น,มีเงิน,หมื่น,คอม,ตัว,มีเงิน,2,หมื่น,คอม,ตัว,เรียน,ปริญญา,แสน,อ่าน,กระทู้,เก่า,รวย,ช่วยตัวเอง"
1,"บาท,บัตร,ATM"
-1,"รีบ,เรียน,วิชา,ชีวิต,เหอะ"
0,"ข้อความ,สิงหาคม,เวลา"
1,"เริ่มต้น,เป้าหมาย,ตัวเอง,ตัวเอง,คนมีเงิน,มีความสุข"
-1,"ตอน,ต้น,ทำงาน,ไม่นาน,เงินเก็บ,หลัก,พัน,ตอนนี้,หลัก,ล้าน,หนี้"
1,"ไม่มี,เงินเก็บ,ไม่มี,สินทรัพย์,ใข้,เงิน,กิน,ร้าน,ชอบ,เที่ยว,ตจ,รู้ตัว,อีกที,อ้วน"
1,"ตอน,ไม่มี,เงินเก็บ,ตอน,ไม่ได้,ทำงาน,ตอน,ทำงาน,เที่ยว,ตปท,ไม่เคย"
1,"เวนคืน,ประ,กันที่,ครอบครัว,ซื้อ,ล้าน,ขาย,ตึกแถว,มรดก,แถว,เยาวราช,ล้าน,เงินเก็บ,ส่วนตัว,อันนี้,เงินขวัญถุง,แสน,หุ้น,พ่อ,แม่ซื้อ,ประเมิน,มูลค่า,ไม่ได้,บริษัท,ตลาด"
-1,"กระทู้,ล่อ,เป้า,ตอบ,โดน,สมาชิก,ถล่ม,จิก,กัด"
1,"ลัก,ทำงาน,ปี,เหนื่อย,ไม่มีเวลา,พัก,เหมือน,เพื่อน,แบนด์,เนม,รู้จัก,แบรนด์,เพื่อน,คุย,กิน,แพง,เที่ยว,กิน,เหล้า,รู้,หาเงิน,ลำบาก,เหนื่อย,เพื่อน,บ้านนอก,งก,สนใจ,ทำงาน,หาเงิน,รู้"
-1,"กิน,ไม่พอ"
1,"อายุ,เงินเก็บ,บาท"
1,"ึง,เจอ,หน้า,หอ,ตะกี้"
1,"ตอน,ผม,เรียน,จบ,ตี,บาท"
1,"ต้นทุน,ชีวิต,คนเรา,เหมือนกัน,สำหรับ,ผม,โชคดี,พ่อ,แม่,support,สอน,เก็บเงิน,เด็ก,จำได้,จบ,มหาลัย,อายุ,เงินเก็บ,อนุบาล"
1,"เรียน,เก็บเล็กผสมน้อย,ประหยัด,เด็ก,วันที่,เรียนจบ,ตรี,ปีก่อน,เงินเก็บ,ธนาคาร,าท,เรียนจบ,เงิน,จำนวน,นี้,เงิน,ตั้งต้น,ทำงาน,เมืองนอก,หลังจากนั้น,ปี,เก็บเงิน,การทำงาน,เดิม,เงินออม,เวลา,จำเป็นต้อง,เงิน,ไม่งั้น,เสียโอกาส"
1,"เป็นช่วง,ซื้อ,ประสบการณ์,ชีวิต,อย่า,ทำงาน"
1,"เจอ,ตก,หน้า,เซเว่น"
1,"ตอนนี้,เงินเก็บ,งานอดิเรก,ทำ,อายุ,ฟรีแลนซ์,ตอนนี้,ยุค,ebook,มาแรง,รายรับ,ตอนที่,สน,ปจบ,ทำ,งานประจำ,ใบ,วิชาชีพ,ปล,สนใจ,การเขียน,ebook,ขาย,ไมค์,ปรึกษา,เงิน,หา,ทุกเวลา,จำเป็นต้อง,รอ,เรียนจบ,ชอบ,งานเขียน,ประถม,ชอบ,ทำงาน,part,time,ร้าน,นี้,ทำ,ออกมา,ได้ดี"
1,"ไม่มี,สัก,บาท,จำได้,ตอนนั้น,ลำพัง,หาเงิน,เรียน,ค่า,เทอม,ค่าใช้จ่าย,ประจำวัน,ยากลำบาก,เรื่อง,เงินเก็บ,ไม่ต้อง,คิดถึง"
1,"หลัก,ล้าน,สำหรับ,พัน,ทิป,ของจริง,ขึ้นอยู่กับ,ตัว,คน,รายได้,เสริม,การออม,เงิน,บางคน,ไม่มี,เป็นช่วง,ให้ความสำคัญ,เรื่อง,เรียน"
1,"หมื่น,เงิน,พ่อแม่,ใส่,บัญชี,เรื่อย ๆ,อันนั้น,แสน"
1,"หนี้,ล้าน,5555,เรียนจบ,เป็นหนี้"
1,"อายุ,ย่าง,พ่อแม่,แยกทาง,มจน,ตอนนี้,ทำงาน,เรียน,ฝึกงาน,จบ,ตอนนี้,เงินเก็บ,2,เครื่องประดับ,ซื้อ,ทำ,งานประจำ,เงินเดือน,บาท,รายได้,เสริม,รายได้,ขายของ,รับจ้าง,พิมพ์,งาน,จ่าย,ค่า,หอ,เดือน,บาท,ค่า,กิน,ของใช้ส่วนตัว,บาท,ชอบ,เที่ยว,กลางคืน,ชอบ,เที่ยว,ต่างจังหวัด,ไปเที่ยว,ค่า,เที่ยว,พัน,บาท,ซื้อ,เสื้อผ้า,แต่งตัว,ผญ,ปกติ,คน,ชอบ,ออม,เงิน,ขยัน,หา,รายได้พิเศษ,ตัง,สำหรับ,ที่จะ,เก็บเงิน,เป้าหมาย,เก็บเงิน,ทำ,เงินเก็บ,ความตั้งใจ,เงินเก็บ,ตัวเอง,ปล,ลำบาก,รู้จัก,ประหยัด,อดออม,ซื้อ,เท่าที่จำเป็น,บ้าน,สอน,ทำงาน,เด็ก,กำลังใจ"
1,"ไม่มี,ไม่มี,เจ้าค่ะ,หลัก,มีเรื่อง,ตอนนี้,ไม่ต้อง,พ่อแม่,มากเกินไป,แม่,โอเค,55555"
1,"แสน,บาท,ออม,เงิน,ปลาย,ไม่เคย,ทำ,พาร์ทไทม์,ค่า,ขนม,ปลาย,บาท,มหาลัย,บาท,เที่ยว,ตปท,เงิน,ตัวเอง,วิธี,ดึง,รายได้,ฝากประจำ,ฝาก,ฝาก,ทิ้ง,ปี,ดอก,โชคดี,ทางบ้าน,ไม่มี,หนี้,ตัวเอง,ไม่ต้อง,ค่าใช้จ่าย,หลัก,ค่ารถ,ค่า,หอ,เงินเก็บ"
1,"เงินเก็บ,หลัก,ที่ดิน,ไร่,ติด,ถนน,ต่างจังหวัด,ที่พึ่ง,ซื้อ,ด้วยตัวเอง,ต้นปี,นี้,เดือน,คน,ซื้อ"
-1,ยังอีก
1,"พนักงาน,ผม,ทำ,ธนชาติ,พนักงาน,กี่,คน,ทำได้"
1,"ผม,ทำการ,ซื้อ,รถ,คัน,ศูนย์,แถ,วนา,จอม,เทียน,พัทยา,เก๋ง,คัน,กระบะ,คัน,ซื้อ,เงินสด,ทั้งสอง,คัน,ใช้เวลา,เดือน,ป้าย,ขาว,ป้าย,ขาว,รถกระบะ,ผม,เล่ม,รถเก๋ง,ผม,ไม่ได้,เล่ม,ศูนย์,บอ,ขนส่ง,ผม,ซื้อ,รถเก๋ง,กระบะ,เงิน,ค่า,มัดจำ,ป้าย,ผม,ได้คืน,คัน,แบบนี้,ปกติ,ไหม,แทค,ห้อง,ขออภัย"
1,"ตอน,สับ,ป้าย,ขาว,คืน,ป้าย,แดง,เงิน,จา,เล่ม,ทวง,ป้าย,ขาว,เก๋ง,เล่ม"
-1,"ตอน,ป้าย,ขาว,รถกระบะ,รถเก๋ง,หน้า,บัญชี,ธนาคาร,ถ่าย,แล้วก็,เดิน,กลับมา,เครื่องถ่ายเอกสาร,ถ่าย,ไม่ได้,ทำการ,มือถือ,ถ่าย,หน้า,บัญชี,ไม่มี,แจ้ง,ได้เงิน,ค่า,ป้าย,แดง,คืน,ตอน,เซ,ขาย,รถ,หน้า,บัญชี,ผม,ถ่าย,หน้า,บัญชี,ธนาคาร,ผม,ส่งผ่าน,ไลน์,แจ้ง,รับเงิน,ตอน,เล่ม,ผม,วิ่ง,รถ,โล,ศูนย์,ถาม,เรื่อง,เล่ม,ตอน,ไม่ได้,คำตอบ,ศูนย์,ตอบ,รอ,ขนส่ง,ผม,แปลกใจ,รถเก๋ง,ซื้อ,รถกระบะ,ไม่ได้,เล่น,ผม,ไม่เข้าใจ"
1,"ขับ,เสียเวลา,โทร,ถาม,การเงิน,ั้น,ผจกลย,คืน,ไว,แน่,มัว,คุย,เซลล์,ไม่ได้,คืน,แน่,เงิน,เล่ม"
-1,"ติดต่อ,เรื่อง,ป้าย,ขาว,แล้วก็,ถามหา,เล่ม,ติดต่อ,การเงิน,ไม่ได้,คุย,เซ,หล่ะ,พนักงาน,แจ้ง,เล่ม,รถเก๋ง,ไม่ได้,เสาร์,รับปาก,ไม่ได้,โทร,ถาม,คำตอบ,เดิม,เหมือนเคย,รอ,ขนส่ง,ไม่ได้,เล่ม,เหมือนเคย,ข้อความ,กรกฎาคม,เวลา"
-1,"คุย,ผจก,สาขา,การเงิน,เค้า,มีหน้า,คืน,เงินมัดจำ,ป้าย,แดง,ได้เงิน,คืน,ไม่ได้,ซับซ้อน,หรอก,เรื่อง,นี้,เซลล์,ขาย,รถ,สนใจ,ลูกค้า"
1,"ตอนนี้,เรื่อง,ศูนย์,ชื่อ,นามสกุล,รุ่น,รถ,เบอร์,โทร,รอ,ติดต่อ"
1,"คุย,จัก,ศูนย์,ดีกว่า,โทร,ร้องเรียน,สำนักงานใหญ่,เรื่อง,เดิน,แน่"
-1,"ร้อง,สคบ,เรื่อง,ชัก,แห,ม่ง,รถ,จริง ๆ,อย่า,รอ"
1,"รอ,ดู,อาทิตย์,นี้,ตามเรื่อง,ศูนย์,นา,จอม,เทียน,แจ้ง,เล่ม,ผม,สัปดาห์,หน้า,เงิน,ป้าย,แดง,จันทร์,ไม่รู้,ตอนนี้,เรื่อง,ศูนย์,รอ,ศูนย์,ติด,ต่อมา,เหมือนกัน,ข้อความ,กรกฎาคม,เวลา,1"
-1,"อ้าง,ขนส่ง,ป้าย,ขาว,เล่ม,ประเด็น,เล่ม,ยังอยู่,ไฟแนนซ์,มัง,จ่าย,เงิน,ออกมา,ไม่ได้,หมายถึง,ศูนย์"
-1,"คุย,ผู้จัดการสาขา,ไม่ได้เรื่อง,ขนาด,ตอน,ซื้อ,รถ,คัน,ผู้จัดการ,คนแนะนำ,ซื้อ,รถกระบะ,รถเก๋ง,ชื่อ,ผม,คนเดียว,พอได้,ป้าย,ขาว,ทำ,เรื่อง,โอน,เล่ม,รถกระบะ,ชื่อ,ตา,ผม,สุดท้าย,ทำ,ผม,เสียเวลา,โอน,เล่ม,รถ,ขนส่ง,เสียเงิน,พัน,ผู้จัดการสาขา,โอน,เล่ม,รถ,ชื่อ,ผม,ชื่อ,ตา,รู้สึก,เหมือน,โดน,หลอก,ผม,ซื้อ,รถ,คัน,ไม่มีความรู้,นี้,ตอน,ป้าย,ขาว,รถกระบะ,ตา,ผม,โมโห"
-1,"ตา,ผม,พี่,ศูนย์,เล่ม,เงิน,ติด,ล้อ,ป่าว,เที่ยง,ศูนย์,แจ้ง,สัปดาห์,หน้า,เล่ม,ผม,แน่นอน,เงิน,ค่า,ป้าย,จันทร์,สรุป,เงินสด,ซื้อ,รถ,ล้าน,วิ่ง,ตามเรื่อง,สัปดาห์,หน้า,เล่ม,ร้องเรียน,สคบ,ข้อความ,กรกฎาคม,เวลา,1"
1,"ป้าย,ขาว,เล่ม,ขนส่ง,ผม,ทำ,คัน"
-1,"นั่นสิ,ครับผม,พี่,ผม,ไม่ได้,ตามมา,ศูนย์,แจ้ง,อาทิตย์,หน้า"
0,"ข้อความ,กรกฎาคม,เวลา,2"
-1,"รัฐ,นำเข้า,เพิ่มขึ้น,เร่ง,กำลังผลิต,ในประเทศ,บอยคอต,อิหร่าน,ภาพ,เศรษฐกิจ,ถดถอย,ทำ,ให้ราคา,ลดลง,ต่อเนื่อง,อุปทาน,อุปสงค์,าร,ทะเลาะ,สหรัฐ,อิหร่าน,ส่งผล,ต่อราคา,น้ำมันดิบ,น้อยลง,ข้อ,ลิต,ง้อ,่าว,เศรษฐกิจ,ยุโรป,ถดถอย,อิมแพค,กรณีพิพาท,เรือ,อังกฤษ,อิหร่าน,สรุป,ุด,จุด"
-1,"กระแส,โรงกลั่น,ดี"
-1,"ตระหนก,กลัว,สงคราม,อ่าว,เปอร์เซีย,ราคา,น้ำมันดิบ,ดีดตัว,ตลาดหุ้น,แย่,เท,ขาย,ถอนเงิน,ออกมา,พัก,ดู,ท่าที"
1,"ขอบคุณ,พี่"
1,"ขอบคุณ,พี่,เงินสด,รอ,ดู,ท่าที"
-1,"จ่อ,แหย่,ไอ้,ไอ้,กฤษ,แขกขาว,เดี๋ยว,สงคราม,จนได้,อิหร่าน,ซาอุ,พี่,ไม่ได้,บุก,สูบ,ผม,ติดตาม,ข่าว,ปล่อย,ดึง,หุ้น,ดิ่ง"
-1,"ผม,มีปัญหา,กด,เงิน,ตู้,atm,ธน,คา,รก,รุ,เทพ,ได้เงิน,ตู้,ข้อความ,การสื่อสาร,ขัดข้อง,ผม,เช็ค,เงิน,บัญชี,หัก,เรียบร้อย,โทร,หา,คอ,เซนเตอร์,รอบ,แร,กรอ,สาย,ยี่สิบ,นาที,ผม,มีธุระ,วางสาย,โทร,อี,กรอบ,นาที,สรุป,ไม่ได้,คุย,เสียเวลา,ชีวิต,อยากรู้,บริการ,คอ,เซนเตอร์,อยุ่"
1,"สวัสดี,สมาชิก,หมายเลข,Bualuang,ขออภัย,ความไม่สะดวก,นะคะ,สมาชิก,หมายเลข,แจ้ง,ข้อมูล,ไมค์,ดิฉัน,ประสานงาน,เช็ค,สอบ,นะคะ,ขอบคุณ"
-1,"เออ,ผม,โทร,โมง,ป่านนี้,ไม่มี,คนรับ,เคส,ผม,โอน,เงิน,ออนไลน์,บัตรเครดิต,เงิน,ตัด,บัญชี,ปลายทาง,โทร,หา,ตอนนี้,รับสาย,อีกที,ชาติหน้า,พ่อ,ตาย,ข้อความ,กรกฎาคม,เวลา"
1,"ข้อความ,คับ"
1,"ข้อความ,คับ"
1,"รบกวน,ความสะดวก,ทำ,จดหมาย,ชาติ,ศิ,ริ,โสภณ,พนิช,กรรมการ,ผู้บริหาร,ผู้จัดการ,ธนาคาร,กรุงเทพ,สำนักงานใหญ่,สีลม,เลขที่,ถนน,สีลม,แขวง,รัก,เขต,รัก,กรุงเทพมหานคร,แก้,ขอบคุณ"
1,"ขอบคุณ,คับ"
-1,"ผม,แอบ,Call,Center,BBL,เรื่อง,ผี,มีส่วน,รู้,เจอ,พิสูจน์,หา,ค่ำคืน,บางคน,เจอ,แล้วก็,กล่าวขาน,ตำนาน,ปี,ดู,ช่าง,ลึกลับ"
1,"เปรียบเทียบ,ดีมาก"
1,"พน,ธนาคาร,กรุงเทพ,โทร,หา,ผม,หลังจากที่,ผม,โทร,รอ,สาย,รอบ,สิบ,นาที,ไม่มีใคร,ผม,อ่าน,เจอ,กระทู้,นึง,เค้า,วิธี,เฟส,บุ,ธนาคาร,กรุงเทพ,แผนก,บัตรเครดิต,อิน,บ็อค,แจ้ง,ชื่อ,นามสกุล,เบอร์,โทร,เค้า,โทร,เค้า,โทร,กลับมา,สุดยอด,ทุกท่าน,ลอง,ทำ,ดู,ข้อความ,กรกฎาคม,เวลา"
-1,"scb,ธนาคาร,นี้,ธนาคาร,ผม,บริการ"
1,"เซียน,PTL,เซียน,AEONTS"
-1,"กำไร,โดน,VI,ถล่ม,ขาย,ดู,AJPTL,JAS,ตัวอย่าง"
-1,"เซียน,ดู,เสี่ยง,ผม,ๆคง,ยุ่ง"
1,"ไม่มี,ภาระ,ดอกเบี้ย,มีความจำเป็น,รีบร้อน,เงิน,ทางเลือก,ดี,อนาคต,บัตรเครดิต,แพร่หลาย,มากขึ้น,กำไร,อนาคต,กำไร,ไตรมาส,นี้,ลด"
-1,"นุ,ม่,กล้า,ซื้อ"
-1,"สอบถาม,เล่นหุ้น,SVI,เล,ไหม,เว็ป,vfarmersscom,โดน,หลอก,คน,ชวน,บอ,บริษัท,เจ้ง,ขาย,ไม่ได้,ไม่รับผิดชอบ,ตอน,เล่น,ชักชวน,สามี,รวย,เพื่อนสนิท,พ่อ,เล่น,ไม่พอใจ,คืนเงิน,ทีหลัง,กลับคำ,เล่น,ดู,เว็ป,น่าเชื่อถือ,ได้เงิน,ครั้งแรก,ประ,หมา,หมื่น,ต้น,หลังจากนั้น,เว็ป,หน้าตา,รูป,ล่าง,เงิน,ปี,ปล,ซ้ำ,โง่,นะคะ,วอน,มีประสบการณ์,คำแนะนำ,ี้,รูป,เว็ป,ตอน,เล่น,เว็ป"
-1,"คืนเงิน,ถอน,ไม่ได้,หลอก,นั้นแหละ,เติม,เงิน,ถอน,ไม่มี,ครั่ง,ไม่รอด,สัก,เตือน,ต่อว่า,เลิกคบ,โดน,หลอก,โทร,มาหา,ทำ,งัย,ดี,ข้อความ,กรกฎาคม,เวลา"
-1,"โดน,ล่ะ,แนะนำ,เล่นหุ้น,ธรรมดา,ดีกว่า"
-1,"รูปแบบ,เว็บ,ดิฉัน,ไม่กล้า,เล่น"
-1,"ค่า,ครู,จ่าย,จ่าย,ความโลภ"
-1,"หน้า,เว็บ,หน้าจอ,เกม,ทำ,ฟาร์ม,555"
1,"หน้า,เวบ,ตลก,ดี,ข้อความ,กรกฎาคม,เวลา"
-1,"เดี๋ยวนี้,ระวัง,อ่าน,กระทู้,ดู,โปรไฟล์"
1,"ID,พัน,ทิป,เหมือน,คำปรึกษา,template"
1,"ชอบ,ตอน,วันหยุด,ตอบ,เตือน,ตลบ,ป่าว"
1,"ผม,ลอง,ศึกษา,แนะแนว,ศึกษา,รบกวน,รู้ที,อันตราย,ขอบคุณ"
1,"เต็ม,ยู,ทู,ค้น,เอาเลย,สอน,เทรด,forex,ตัว,อันตราย,หรอก,เสียเงิน,เป็นเรื่อง,ชวน,เล่นแชร์,ลูกโซ่,โค้ช,กำมะลอ"
-1,"กฎหมาย,ไทย,รองรับ"
1,"Forex,ไว,แบบนี้,ป่าว,ื้อ,ป้องกัน,ความผันผวน,ค่าเงิน,ริ,ษัท,เข้าถึง,สินค้า,วัตถุดิบ,ราคา,ตลาดโลก,ซื้อ,ป้องกัน,ความผันผวน,ราคา,วัตถุดิบ,ทองคำ,เหล็ก,ข้าวสาร,น้ำตาล,แป้ง"
